schemaVersion,recordType,source.name,source.url,content.company,content.date,content.is_remote,content.role_family,content.title,collectedAt
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0024,Perplexity,2026-09-07T04:52:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0024,2026-09-07T09:16:03.452790Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0025,OpenAI,2026-09-07T04:41:03.452618Z,True,Engineering,Engineering AI specialist 0025,2026-09-07T09:16:03.452795Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0026,Anthropic,2026-09-07T04:30:03.452618Z,True,Research,Research AI specialist 0026,2026-09-07T09:16:03.452801Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0027,Cohere,2026-09-07T04:19:03.452618Z,False,Product,Product AI specialist 0027,2026-09-07T09:16:03.452806Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0028,Mistral AI,2026-09-07T04:08:03.452618Z,True,Data,Data AI specialist 0028,2026-09-07T09:16:03.452811Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0029,Scale AI,2026-09-07T03:57:03.452618Z,True,Design,Design AI specialist 0029,2026-09-07T09:16:03.452815Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0030,Perplexity,2026-09-07T03:46:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0030,2026-09-07T09:16:03.452820Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0031,OpenAI,2026-09-07T03:35:03.452618Z,True,Engineering,Engineering AI specialist 0031,2026-09-07T09:16:03.452827Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0032,Anthropic,2026-09-07T03:24:03.452618Z,True,Research,Research AI specialist 0032,2026-09-07T09:16:03.452833Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0033,Cohere,2026-09-07T03:13:03.452618Z,False,Product,Product AI specialist 0033,2026-09-07T09:16:03.452837Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0034,Mistral AI,2026-09-07T03:02:03.452618Z,True,Data,Data AI specialist 0034,2026-09-07T09:16:03.452842Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0035,Scale AI,2026-09-07T02:51:03.452618Z,True,Design,Design AI specialist 0035,2026-09-07T09:16:03.452847Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0036,Perplexity,2026-09-07T02:40:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0036,2026-09-07T09:16:03.452851Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0037,OpenAI,2026-09-07T02:29:03.452618Z,True,Engineering,Engineering AI specialist 0037,2026-09-07T09:16:03.452856Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0038,Anthropic,2026-09-07T02:18:03.452618Z,True,Research,Research AI specialist 0038,2026-09-07T09:16:03.452861Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0039,Cohere,2026-09-07T02:07:03.452618Z,False,Product,Product AI specialist 0039,2026-09-07T09:16:03.452865Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0040,Mistral AI,2026-09-07T01:56:03.452618Z,True,Data,Data AI specialist 0040,2026-09-07T09:16:03.452871Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0041,Scale AI,2026-09-07T01:45:03.452618Z,True,Design,Design AI specialist 0041,2026-09-07T09:16:03.452876Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0042,Perplexity,2026-09-07T01:34:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0042,2026-09-07T09:16:03.452881Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0043,OpenAI,2026-09-07T01:23:03.452618Z,True,Engineering,Engineering AI specialist 0043,2026-09-07T09:16:03.452887Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0044,Anthropic,2026-09-07T01:12:03.452618Z,True,Research,Research AI specialist 0044,2026-09-07T09:16:03.452893Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0045,Cohere,2026-09-07T01:01:03.452618Z,False,Product,Product AI specialist 0045,2026-09-07T09:16:03.452897Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0046,Mistral AI,2026-09-07T00:50:03.452618Z,True,Data,Data AI specialist 0046,2026-09-07T09:16:03.452903Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0047,Scale AI,2026-09-07T00:39:03.452618Z,True,Design,Design AI specialist 0047,2026-09-07T09:16:03.452909Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0048,Perplexity,2026-09-07T00:28:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0048,2026-09-07T09:16:03.452914Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0049,OpenAI,2026-09-07T00:17:03.452618Z,True,Engineering,Engineering AI specialist 0049,2026-09-07T09:16:03.452920Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0050,Anthropic,2026-09-07T00:06:03.452618Z,True,Research,Research AI specialist 0050,2026-09-07T09:16:03.452924Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0051,Cohere,2026-09-06T23:55:03.452618Z,False,Product,Product AI specialist 0051,2026-09-07T09:16:03.452929Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0052,Mistral AI,2026-09-06T23:44:03.452618Z,True,Data,Data AI specialist 0052,2026-09-07T09:16:03.452934Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0053,Scale AI,2026-09-06T23:33:03.452618Z,True,Design,Design AI specialist 0053,2026-09-07T09:16:03.452938Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0054,Perplexity,2026-09-06T23:22:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0054,2026-09-07T09:16:03.452944Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0055,OpenAI,2026-09-06T23:11:03.452618Z,True,Engineering,Engineering AI specialist 0055,2026-09-07T09:16:03.452948Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0056,Anthropic,2026-09-06T23:00:03.452618Z,True,Research,Research AI specialist 0056,2026-09-07T09:16:03.452953Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0057,Cohere,2026-09-06T22:49:03.452618Z,False,Product,Product AI specialist 0057,2026-09-07T09:16:03.452958Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0058,Mistral AI,2026-09-06T22:38:03.452618Z,True,Data,Data AI specialist 0058,2026-09-07T09:16:03.452962Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0059,Scale AI,2026-09-06T22:27:03.452618Z,True,Design,Design AI specialist 0059,2026-09-07T09:16:03.452967Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0060,Perplexity,2026-09-06T22:16:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0060,2026-09-07T09:16:03.452972Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0061,OpenAI,2026-09-06T22:05:03.452618Z,True,Engineering,Engineering AI specialist 0061,2026-09-07T09:16:03.452976Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0062,Anthropic,2026-09-06T21:54:03.452618Z,True,Research,Research AI specialist 0062,2026-09-07T09:16:03.452983Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0063,Cohere,2026-09-06T21:43:03.452618Z,False,Product,Product AI specialist 0063,2026-09-07T09:16:03.452987Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0064,Mistral AI,2026-09-06T21:32:03.452618Z,True,Data,Data AI specialist 0064,2026-09-07T09:16:03.452992Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0065,Scale AI,2026-09-06T21:21:03.452618Z,True,Design,Design AI specialist 0065,2026-09-07T09:16:03.452998Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0066,Perplexity,2026-09-06T21:10:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0066,2026-09-07T09:16:03.453003Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0067,OpenAI,2026-09-06T20:59:03.452618Z,True,Engineering,Engineering AI specialist 0067,2026-09-07T09:16:03.453009Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0068,Anthropic,2026-09-06T20:48:03.452618Z,True,Research,Research AI specialist 0068,2026-09-07T09:16:03.453013Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0069,Cohere,2026-09-06T20:37:03.452618Z,False,Product,Product AI specialist 0069,2026-09-07T09:16:03.453018Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0070,Mistral AI,2026-09-06T20:26:03.452618Z,True,Data,Data AI specialist 0070,2026-09-07T09:16:03.453022Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0071,Scale AI,2026-09-06T20:15:03.452618Z,True,Design,Design AI specialist 0071,2026-09-07T09:16:03.453028Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0072,Perplexity,2026-09-06T20:04:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0072,2026-09-07T09:16:03.453034Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0073,OpenAI,2026-09-06T19:53:03.452618Z,True,Engineering,Engineering AI specialist 0073,2026-09-07T09:16:03.453039Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0074,Anthropic,2026-09-06T19:42:03.452618Z,True,Research,Research AI specialist 0074,2026-09-07T09:16:03.453043Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0075,Cohere,2026-09-06T19:31:03.452618Z,False,Product,Product AI specialist 0075,2026-09-07T09:16:03.453048Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0076,Mistral AI,2026-09-06T19:20:03.452618Z,True,Data,Data AI specialist 0076,2026-09-07T09:16:03.453052Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0077,Scale AI,2026-09-06T19:09:03.452618Z,True,Design,Design AI specialist 0077,2026-09-07T09:16:03.453057Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0078,Perplexity,2026-09-06T18:58:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0078,2026-09-07T09:16:03.453063Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0079,OpenAI,2026-09-06T18:47:03.452618Z,True,Engineering,Engineering AI specialist 0079,2026-09-07T09:16:03.453068Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0080,Anthropic,2026-09-06T18:36:03.452618Z,True,Research,Research AI specialist 0080,2026-09-07T09:16:03.453072Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0081,Cohere,2026-09-06T18:25:03.452618Z,False,Product,Product AI specialist 0081,2026-09-07T09:16:03.453077Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0082,Mistral AI,2026-09-06T18:14:03.452618Z,True,Data,Data AI specialist 0082,2026-09-07T09:16:03.453081Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0083,Scale AI,2026-09-06T18:03:03.452618Z,True,Design,Design AI specialist 0083,2026-09-07T09:16:03.453086Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0084,Perplexity,2026-09-06T17:52:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0084,2026-09-07T09:16:03.453090Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0085,OpenAI,2026-09-06T17:41:03.452618Z,True,Engineering,Engineering AI specialist 0085,2026-09-07T09:16:03.453098Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0086,Anthropic,2026-09-06T17:30:03.452618Z,True,Research,Research AI specialist 0086,2026-09-07T09:16:03.453104Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0087,Cohere,2026-09-06T17:19:03.452618Z,False,Product,Product AI specialist 0087,2026-09-07T09:16:03.453108Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0088,Mistral AI,2026-09-06T17:08:03.452618Z,True,Data,Data AI specialist 0088,2026-09-07T09:16:03.453113Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0089,Scale AI,2026-09-06T16:57:03.452618Z,True,Design,Design AI specialist 0089,2026-09-07T09:16:03.453118Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0090,Perplexity,2026-09-06T16:46:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0090,2026-09-07T09:16:03.453122Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0091,OpenAI,2026-09-06T16:35:03.452618Z,True,Engineering,Engineering AI specialist 0091,2026-09-07T09:16:03.453127Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0092,Anthropic,2026-09-06T16:24:03.452618Z,True,Research,Research AI specialist 0092,2026-09-07T09:16:03.453131Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0093,Cohere,2026-09-06T16:13:03.452618Z,False,Product,Product AI specialist 0093,2026-09-07T09:16:03.453136Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0094,Mistral AI,2026-09-06T16:02:03.452618Z,True,Data,Data AI specialist 0094,2026-09-07T09:16:03.453142Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0095,Scale AI,2026-09-06T15:51:03.452618Z,True,Design,Design AI specialist 0095,2026-09-07T09:16:03.453148Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0096,Perplexity,2026-09-06T15:40:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0096,2026-09-07T09:16:03.453152Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0097,OpenAI,2026-09-06T15:29:03.452618Z,True,Engineering,Engineering AI specialist 0097,2026-09-07T09:16:03.453157Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0098,Anthropic,2026-09-06T15:18:03.452618Z,True,Research,Research AI specialist 0098,2026-09-07T09:16:03.453162Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0099,Cohere,2026-09-06T15:07:03.452618Z,False,Product,Product AI specialist 0099,2026-09-07T09:16:03.453167Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0100,Mistral AI,2026-09-06T14:56:03.452618Z,True,Data,Data AI specialist 0100,2026-09-07T09:16:03.453173Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0101,Scale AI,2026-09-06T14:45:03.452618Z,True,Design,Design AI specialist 0101,2026-09-07T09:16:03.456591Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0102,Perplexity,2026-09-06T14:34:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0102,2026-09-07T09:16:03.456598Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0103,OpenAI,2026-09-06T14:23:03.452618Z,True,Engineering,Engineering AI specialist 0103,2026-09-07T09:16:03.456602Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0104,Anthropic,2026-09-06T14:12:03.452618Z,True,Research,Research AI specialist 0104,2026-09-07T09:16:03.456609Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0105,Cohere,2026-09-06T14:01:03.452618Z,False,Product,Product AI specialist 0105,2026-09-07T09:16:03.456614Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0106,Mistral AI,2026-09-06T13:50:03.452618Z,True,Data,Data AI specialist 0106,2026-09-07T09:16:03.456619Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0107,Scale AI,2026-09-06T13:39:03.452618Z,True,Design,Design AI specialist 0107,2026-09-07T09:16:03.456623Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0108,Perplexity,2026-09-06T13:28:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0108,2026-09-07T09:16:03.456628Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0109,OpenAI,2026-09-06T13:17:03.452618Z,True,Engineering,Engineering AI specialist 0109,2026-09-07T09:16:03.456632Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0110,Anthropic,2026-09-06T13:06:03.452618Z,True,Research,Research AI specialist 0110,2026-09-07T09:16:03.456637Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0111,Cohere,2026-09-06T12:55:03.452618Z,False,Product,Product AI specialist 0111,2026-09-07T09:16:03.456643Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0112,Mistral AI,2026-09-06T12:44:03.452618Z,True,Data,Data AI specialist 0112,2026-09-07T09:16:03.456650Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0113,Scale AI,2026-09-06T12:33:03.452618Z,True,Design,Design AI specialist 0113,2026-09-07T09:16:03.456655Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0114,Perplexity,2026-09-06T12:22:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0114,2026-09-07T09:16:03.456660Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0115,OpenAI,2026-09-06T12:11:03.452618Z,True,Engineering,Engineering AI specialist 0115,2026-09-07T09:16:03.456665Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0116,Anthropic,2026-09-06T12:00:03.452618Z,True,Research,Research AI specialist 0116,2026-09-07T09:16:03.456671Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0117,Cohere,2026-09-06T11:49:03.452618Z,False,Product,Product AI specialist 0117,2026-09-07T09:16:03.456676Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0118,Mistral AI,2026-09-06T11:38:03.452618Z,True,Data,Data AI specialist 0118,2026-09-07T09:16:03.456705Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0119,Scale AI,2026-09-06T11:27:03.452618Z,True,Design,Design AI specialist 0119,2026-09-07T09:16:03.456714Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0120,Perplexity,2026-09-06T11:16:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0120,2026-09-07T09:16:03.456720Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0121,OpenAI,2026-09-06T11:05:03.452618Z,True,Engineering,Engineering AI specialist 0121,2026-09-07T09:16:03.456725Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0122,Anthropic,2026-09-06T10:54:03.452618Z,True,Research,Research AI specialist 0122,2026-09-07T09:16:03.456731Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0123,Cohere,2026-09-06T10:43:03.452618Z,False,Product,Product AI specialist 0123,2026-09-07T09:16:03.456735Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0124,Mistral AI,2026-09-06T10:32:03.452618Z,True,Data,Data AI specialist 0124,2026-09-07T09:16:03.456740Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0125,Scale AI,2026-09-06T10:21:03.452618Z,True,Design,Design AI specialist 0125,2026-09-07T09:16:03.456745Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0126,Perplexity,2026-09-07T09:10:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0126,2026-09-07T09:16:03.456750Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0127,OpenAI,2026-09-07T08:59:03.452618Z,True,Engineering,Engineering AI specialist 0127,2026-09-07T09:16:03.456756Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0128,Anthropic,2026-09-07T08:48:03.452618Z,True,Research,Research AI specialist 0128,2026-09-07T09:16:03.456761Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0129,Cohere,2026-09-07T08:37:03.452618Z,False,Product,Product AI specialist 0129,2026-09-07T09:16:03.456766Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0130,Mistral AI,2026-09-07T08:26:03.452618Z,True,Data,Data AI specialist 0130,2026-09-07T09:16:03.456771Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0131,Scale AI,2026-09-07T08:15:03.452618Z,True,Design,Design AI specialist 0131,2026-09-07T09:16:03.456775Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0132,Perplexity,2026-09-07T08:04:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0132,2026-09-07T09:16:03.456780Z
