schemaVersion,recordType,source.name,source.url,content.entityName,content.data.employeeCount,collectedAt
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/magic,Magic,855,2026-09-07T09:16:03.450570Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/openai-labs-0051,OpenAI Labs 0051,872,2026-09-07T09:16:03.450580Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/anthropic-labs-0052,Anthropic Labs 0052,889,2026-09-07T09:16:03.450586Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/cohere-labs-0053,Cohere Labs 0053,906,2026-09-07T09:16:03.450591Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/mistral-ai-labs-0054,Mistral AI Labs 0054,923,2026-09-07T09:16:03.450597Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/hugging-face-labs-0055,Hugging Face Labs 0055,940,2026-09-07T09:16:03.450603Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/scale-ai-labs-0056,Scale AI Labs 0056,957,2026-09-07T09:16:03.450608Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/perplexity-labs-0057,Perplexity Labs 0057,974,2026-09-07T09:16:03.450613Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/runway-labs-0058,Runway Labs 0058,991,2026-09-07T09:16:03.450618Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/character-ai-labs-0059,Character AI Labs 0059,13,2026-09-07T09:16:03.450624Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/stability-ai-labs-0060,Stability AI Labs 0060,30,2026-09-07T09:16:03.450630Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/elevenlabs-labs-0061,ElevenLabs Labs 0061,47,2026-09-07T09:16:03.450636Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/cursor-labs-0062,Cursor Labs 0062,64,2026-09-07T09:16:03.450643Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/replit-labs-0063,Replit Labs 0063,81,2026-09-07T09:16:03.450650Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/databricks-labs-0064,Databricks Labs 0064,98,2026-09-07T09:16:03.450658Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/snowflake-labs-0065,Snowflake Labs 0065,115,2026-09-07T09:16:03.450665Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/nvidia-labs-0066,NVIDIA Labs 0066,132,2026-09-07T09:16:03.450673Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/deepmind-labs-0067,DeepMind Labs 0067,149,2026-09-07T09:16:03.450713Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/xai-labs-0068,xAI Labs 0068,166,2026-09-07T09:16:03.450727Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/adept-labs-0069,Adept Labs 0069,183,2026-09-07T09:16:03.450734Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/inflection-labs-0070,Inflection Labs 0070,200,2026-09-07T09:16:03.450741Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/jasper-labs-0071,Jasper Labs 0071,217,2026-09-07T09:16:03.450747Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/glean-labs-0072,Glean Labs 0072,234,2026-09-07T09:16:03.450751Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/harvey-labs-0073,Harvey Labs 0073,251,2026-09-07T09:16:03.450756Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/pika-labs-0074,Pika Labs 0074,268,2026-09-07T09:16:03.450762Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/suno-labs-0075,Suno Labs 0075,285,2026-09-07T09:16:03.450767Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/together-ai-labs-0076,Together AI Labs 0076,302,2026-09-07T09:16:03.450772Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/groq-labs-0077,Groq Labs 0077,319,2026-09-07T09:16:03.450777Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/replicate-labs-0078,Replicate Labs 0078,336,2026-09-07T09:16:03.450783Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/weights---biases-labs-0079,Weights & Biases Labs 0079,353,2026-09-07T09:16:03.450790Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/langchain-labs-0080,LangChain Labs 0080,370,2026-09-07T09:16:03.450795Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/luma-ai-labs-0081,Luma AI Labs 0081,387,2026-09-07T09:16:03.450800Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/figure-ai-labs-0082,Figure AI Labs 0082,404,2026-09-07T09:16:03.450808Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/anduril-labs-0083,Anduril Labs 0083,421,2026-09-07T09:16:03.450816Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/wayve-labs-0084,Wayve Labs 0084,438,2026-09-07T09:16:03.450949Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/abridge-labs-0085,Abridge Labs 0085,455,2026-09-07T09:16:03.450959Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/insitro-labs-0086,Insitro Labs 0086,472,2026-09-07T09:16:03.450965Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/nscale-labs-0087,Nscale Labs 0087,489,2026-09-07T09:16:03.450970Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/vanta-labs-0088,Vanta Labs 0088,506,2026-09-07T09:16:03.450975Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/pinecone-labs-0089,Pinecone Labs 0089,523,2026-09-07T09:16:03.450981Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/modal-labs-0090,Modal Labs 0090,540,2026-09-07T09:16:03.450985Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/baseten-labs-0091,Baseten Labs 0091,557,2026-09-07T09:16:03.450990Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/writer-labs-0092,Writer Labs 0092,574,2026-09-07T09:16:03.450996Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/tome-labs-0093,Tome Labs 0093,591,2026-09-07T09:16:03.451001Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/descript-labs-0094,Descript Labs 0094,608,2026-09-07T09:16:03.451006Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/assemblyai-labs-0095,AssemblyAI Labs 0095,625,2026-09-07T09:16:03.451011Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/deepl-labs-0096,DeepL Labs 0096,642,2026-09-07T09:16:03.451016Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/sakana-ai-labs-0097,Sakana AI Labs 0097,659,2026-09-07T09:16:03.451021Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/thinking-machines-labs-0098,Thinking Machines Labs 0098,676,2026-09-07T09:16:03.451027Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/poolside-labs-0099,Poolside Labs 0099,693,2026-09-07T09:16:03.451033Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/magic-labs-0100,Magic Labs 0100,710,2026-09-07T09:16:03.451038Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/openai-labs-0101,OpenAI Labs 0101,727,2026-09-07T09:16:03.453765Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/anthropic-labs-0102,Anthropic Labs 0102,744,2026-09-07T09:16:03.453773Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/cohere-labs-0103,Cohere Labs 0103,761,2026-09-07T09:16:03.453781Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/mistral-ai-labs-0104,Mistral AI Labs 0104,778,2026-09-07T09:16:03.453788Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/hugging-face-labs-0105,Hugging Face Labs 0105,795,2026-09-07T09:16:03.453794Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/scale-ai-labs-0106,Scale AI Labs 0106,812,2026-09-07T09:16:03.453799Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/perplexity-labs-0107,Perplexity Labs 0107,829,2026-09-07T09:16:03.453805Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/runway-labs-0108,Runway Labs 0108,846,2026-09-07T09:16:03.453809Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/character-ai-labs-0109,Character AI Labs 0109,863,2026-09-07T09:16:03.453815Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/stability-ai-labs-0110,Stability AI Labs 0110,880,2026-09-07T09:16:03.453821Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/elevenlabs-labs-0111,ElevenLabs Labs 0111,897,2026-09-07T09:16:03.453829Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/cursor-labs-0112,Cursor Labs 0112,914,2026-09-07T09:16:03.453834Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/replit-labs-0113,Replit Labs 0113,931,2026-09-07T09:16:03.453839Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/databricks-labs-0114,Databricks Labs 0114,948,2026-09-07T09:16:03.453844Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/snowflake-labs-0115,Snowflake Labs 0115,965,2026-09-07T09:16:03.453849Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/nvidia-labs-0116,NVIDIA Labs 0116,982,2026-09-07T09:16:03.453854Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/deepmind-labs-0117,DeepMind Labs 0117,999,2026-09-07T09:16:03.453859Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/xai-labs-0118,xAI Labs 0118,21,2026-09-07T09:16:03.453865Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/adept-labs-0119,Adept Labs 0119,38,2026-09-07T09:16:03.453870Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/inflection-labs-0120,Inflection Labs 0120,55,2026-09-07T09:16:03.453875Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/jasper-labs-0121,Jasper Labs 0121,72,2026-09-07T09:16:03.453879Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/glean-labs-0122,Glean Labs 0122,89,2026-09-07T09:16:03.453884Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/harvey-labs-0123,Harvey Labs 0123,106,2026-09-07T09:16:03.453890Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/pika-labs-0124,Pika Labs 0124,123,2026-09-07T09:16:03.453894Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/suno-labs-0125,Suno Labs 0125,140,2026-09-07T09:16:03.453899Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/together-ai-labs-0126,Together AI Labs 0126,157,2026-09-07T09:16:03.453904Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/groq-labs-0127,Groq Labs 0127,174,2026-09-07T09:16:03.453909Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/replicate-labs-0128,Replicate Labs 0128,191,2026-09-07T09:16:03.453914Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/weights---biases-labs-0129,Weights & Biases Labs 0129,208,2026-09-07T09:16:03.453921Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/langchain-labs-0130,LangChain Labs 0130,225,2026-09-07T09:16:03.453926Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/luma-ai-labs-0131,Luma AI Labs 0131,242,2026-09-07T09:16:03.453931Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/figure-ai-labs-0132,Figure AI Labs 0132,259,2026-09-07T09:16:03.453936Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/anduril-labs-0133,Anduril Labs 0133,276,2026-09-07T09:16:03.453941Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/wayve-labs-0134,Wayve Labs 0134,293,2026-09-07T09:16:03.453945Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/abridge-labs-0135,Abridge Labs 0135,310,2026-09-07T09:16:03.453950Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/insitro-labs-0136,Insitro Labs 0136,327,2026-09-07T09:16:03.453955Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/nscale-labs-0137,Nscale Labs 0137,344,2026-09-07T09:16:03.453959Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/vanta-labs-0138,Vanta Labs 0138,361,2026-09-07T09:16:03.453964Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/pinecone-labs-0139,Pinecone Labs 0139,378,2026-09-07T09:16:03.453969Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/modal-labs-0140,Modal Labs 0140,395,2026-09-07T09:16:03.453974Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/baseten-labs-0141,Baseten Labs 0141,412,2026-09-07T09:16:03.453978Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/writer-labs-0142,Writer Labs 0142,429,2026-09-07T09:16:03.453983Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/tome-labs-0143,Tome Labs 0143,446,2026-09-07T09:16:03.453989Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/descript-labs-0144,Descript Labs 0144,463,2026-09-07T09:16:03.453994Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/assemblyai-labs-0145,AssemblyAI Labs 0145,480,2026-09-07T09:16:03.454000Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/deepl-labs-0146,DeepL Labs 0146,497,2026-09-07T09:16:03.454004Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/sakana-ai-labs-0147,Sakana AI Labs 0147,514,2026-09-07T09:16:03.454010Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/thinking-machines-labs-0148,Thinking Machines Labs 0148,531,2026-09-07T09:16:03.454016Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/poolside-labs-0149,Poolside Labs 0149,548,2026-09-07T09:16:03.454021Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/magic-labs-0150,Magic Labs 0150,565,2026-09-07T09:16:03.454026Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/openai-labs-0151,OpenAI Labs 0151,582,2026-09-07T09:16:03.454032Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/anthropic-labs-0152,Anthropic Labs 0152,599,2026-09-07T09:16:03.454039Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/cohere-labs-0153,Cohere Labs 0153,616,2026-09-07T09:16:03.454044Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/mistral-ai-labs-0154,Mistral AI Labs 0154,633,2026-09-07T09:16:03.454049Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/hugging-face-labs-0155,Hugging Face Labs 0155,650,2026-09-07T09:16:03.454054Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/scale-ai-labs-0156,Scale AI Labs 0156,667,2026-09-07T09:16:03.454059Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/perplexity-labs-0157,Perplexity Labs 0157,684,2026-09-07T09:16:03.454064Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/runway-labs-0158,Runway Labs 0158,701,2026-09-07T09:16:03.454069Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/character-ai-labs-0159,Character AI Labs 0159,718,2026-09-07T09:16:03.454074Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/stability-ai-labs-0160,Stability AI Labs 0160,735,2026-09-07T09:16:03.454079Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/elevenlabs-labs-0161,ElevenLabs Labs 0161,752,2026-09-07T09:16:03.454085Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/cursor-labs-0162,Cursor Labs 0162,769,2026-09-07T09:16:03.454091Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/replit-labs-0163,Replit Labs 0163,786,2026-09-07T09:16:03.454095Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/databricks-labs-0164,Databricks Labs 0164,803,2026-09-07T09:16:03.454101Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/snowflake-labs-0165,Snowflake Labs 0165,820,2026-09-07T09:16:03.454107Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/nvidia-labs-0166,NVIDIA Labs 0166,837,2026-09-07T09:16:03.454112Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/deepmind-labs-0167,DeepMind Labs 0167,854,2026-09-07T09:16:03.454117Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/xai-labs-0168,xAI Labs 0168,871,2026-09-07T09:16:03.454121Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/adept-labs-0169,Adept Labs 0169,888,2026-09-07T09:16:03.454126Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/inflection-labs-0170,Inflection Labs 0170,905,2026-09-07T09:16:03.454131Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/jasper-labs-0171,Jasper Labs 0171,922,2026-09-07T09:16:03.454135Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/glean-labs-0172,Glean Labs 0172,939,2026-09-07T09:16:03.454140Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/harvey-labs-0173,Harvey Labs 0173,956,2026-09-07T09:16:03.454145Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/pika-labs-0174,Pika Labs 0174,973,2026-09-07T09:16:03.455135Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/suno-labs-0175,Suno Labs 0175,990,2026-09-07T09:16:03.455153Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/together-ai-labs-0176,Together AI Labs 0176,12,2026-09-07T09:16:03.455160Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/groq-labs-0177,Groq Labs 0177,29,2026-09-07T09:16:03.455166Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/replicate-labs-0178,Replicate Labs 0178,46,2026-09-07T09:16:03.455171Z
1.0,STARTUP,FrontierAtlas directory fixture,https://www.crunchbase.com/organization/weights---biases-labs-0179,Weights & Biases Labs 0179,63,2026-09-07T09:16:03.455178Z
