schemaVersion,recordType,source.name,source.url,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date,collectedAt
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0030: Generative Modeling,"['Researcher 31', 'Researcher 32']",https://arxiv.org/abs/2601.00030,https://github.com/frontieratlas/paper-0030,1110,2026-08-08T09:16:03.451621Z,2026-09-07T09:16:03.452183Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0031: Retrieval,"['Researcher 32', 'Researcher 33']",https://arxiv.org/abs/2601.00031,https://github.com/frontieratlas/paper-0031,1147,2026-08-07T09:16:03.451621Z,2026-09-07T09:16:03.452190Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0032: Agents,"['Researcher 33', 'Researcher 34']",https://arxiv.org/abs/2601.00032,https://github.com/frontieratlas/paper-0032,1184,2026-08-06T09:16:03.451621Z,2026-09-07T09:16:03.452198Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0033: Language Models,"['Researcher 34', 'Researcher 35']",https://arxiv.org/abs/2601.00033,https://github.com/frontieratlas/paper-0033,1221,2026-08-05T09:16:03.451621Z,2026-09-07T09:16:03.452204Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0034: Multimodal Learning,"['Researcher 35', 'Researcher 36']",https://arxiv.org/abs/2601.00034,https://github.com/frontieratlas/paper-0034,1258,2026-08-04T09:16:03.451621Z,2026-09-07T09:16:03.452210Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0035: Robotics,"['Researcher 36', 'Researcher 37']",https://arxiv.org/abs/2601.00035,https://github.com/frontieratlas/paper-0035,1295,2026-08-03T09:16:03.451621Z,2026-09-07T09:16:03.452216Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0036: Alignment,"['Researcher 37', 'Researcher 38']",https://arxiv.org/abs/2601.00036,https://github.com/frontieratlas/paper-0036,1332,2026-08-02T09:16:03.451621Z,2026-09-07T09:16:03.452221Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0037: Computer Vision,"['Researcher 38', 'Researcher 39']",https://arxiv.org/abs/2601.00037,https://github.com/frontieratlas/paper-0037,1369,2026-08-01T09:16:03.451621Z,2026-09-07T09:16:03.452228Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0038: Generative Modeling,"['Researcher 39', 'Researcher 40']",https://arxiv.org/abs/2601.00038,https://github.com/frontieratlas/paper-0038,1406,2026-07-31T09:16:03.451621Z,2026-09-07T09:16:03.452234Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0039: Retrieval,"['Researcher 40', 'Researcher 41']",https://arxiv.org/abs/2601.00039,https://github.com/frontieratlas/paper-0039,1443,2026-07-30T09:16:03.451621Z,2026-09-07T09:16:03.452240Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0040: Agents,"['Researcher 41', 'Researcher 42']",https://arxiv.org/abs/2601.00040,https://github.com/frontieratlas/paper-0040,1480,2026-07-29T09:16:03.451621Z,2026-09-07T09:16:03.452246Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0041: Language Models,"['Researcher 42', 'Researcher 43']",https://arxiv.org/abs/2601.00041,https://github.com/frontieratlas/paper-0041,1517,2026-07-28T09:16:03.451621Z,2026-09-07T09:16:03.452253Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0042: Multimodal Learning,"['Researcher 43', 'Researcher 44']",https://arxiv.org/abs/2601.00042,https://github.com/frontieratlas/paper-0042,1554,2026-07-27T09:16:03.451621Z,2026-09-07T09:16:03.452260Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0043: Robotics,"['Researcher 44', 'Researcher 45']",https://arxiv.org/abs/2601.00043,https://github.com/frontieratlas/paper-0043,1591,2026-07-26T09:16:03.451621Z,2026-09-07T09:16:03.452265Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0044: Alignment,"['Researcher 45', 'Researcher 46']",https://arxiv.org/abs/2601.00044,https://github.com/frontieratlas/paper-0044,1628,2026-07-25T09:16:03.451621Z,2026-09-07T09:16:03.452271Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0045: Computer Vision,"['Researcher 46', 'Researcher 47']",https://arxiv.org/abs/2601.00045,https://github.com/frontieratlas/paper-0045,1665,2026-07-24T09:16:03.451621Z,2026-09-07T09:16:03.452276Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0046: Generative Modeling,"['Researcher 47', 'Researcher 48']",https://arxiv.org/abs/2601.00046,https://github.com/frontieratlas/paper-0046,1702,2026-07-23T09:16:03.451621Z,2026-09-07T09:16:03.452282Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0047: Retrieval,"['Researcher 48', 'Researcher 49']",https://arxiv.org/abs/2601.00047,https://github.com/frontieratlas/paper-0047,1739,2026-07-22T09:16:03.451621Z,2026-09-07T09:16:03.452289Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0048: Agents,"['Researcher 49', 'Researcher 50']",https://arxiv.org/abs/2601.00048,https://github.com/frontieratlas/paper-0048,1776,2026-07-21T09:16:03.451621Z,2026-09-07T09:16:03.452294Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0049: Language Models,"['Researcher 50', 'Researcher 51']",https://arxiv.org/abs/2601.00049,https://github.com/frontieratlas/paper-0049,1813,2026-07-20T09:16:03.451621Z,2026-09-07T09:16:03.452300Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0050: Multimodal Learning,"['Researcher 51', 'Researcher 52']",https://arxiv.org/abs/2601.00050,https://github.com/frontieratlas/paper-0050,1850,2026-07-19T09:16:03.451621Z,2026-09-07T09:16:03.452306Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0051: Robotics,"['Researcher 52', 'Researcher 53']",https://arxiv.org/abs/2601.00051,https://github.com/frontieratlas/paper-0051,1887,2026-07-18T09:16:03.451621Z,2026-09-07T09:16:03.452311Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0052: Alignment,"['Researcher 53', 'Researcher 54']",https://arxiv.org/abs/2601.00052,https://github.com/frontieratlas/paper-0052,1924,2026-07-17T09:16:03.451621Z,2026-09-07T09:16:03.452318Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0053: Computer Vision,"['Researcher 54', 'Researcher 2']",https://arxiv.org/abs/2601.00053,https://github.com/frontieratlas/paper-0053,1961,2026-07-16T09:16:03.451621Z,2026-09-07T09:16:03.452324Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0054: Generative Modeling,"['Researcher 55', 'Researcher 3']",https://arxiv.org/abs/2601.00054,https://github.com/frontieratlas/paper-0054,1998,2026-07-15T09:16:03.451621Z,2026-09-07T09:16:03.452331Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0055: Retrieval,"['Researcher 56', 'Researcher 4']",https://arxiv.org/abs/2601.00055,https://github.com/frontieratlas/paper-0055,2035,2026-07-14T09:16:03.451621Z,2026-09-07T09:16:03.452338Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0056: Agents,"['Researcher 57', 'Researcher 5']",https://arxiv.org/abs/2601.00056,https://github.com/frontieratlas/paper-0056,2072,2026-07-13T09:16:03.451621Z,2026-09-07T09:16:03.452343Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0057: Language Models,"['Researcher 58', 'Researcher 6']",https://arxiv.org/abs/2601.00057,https://github.com/frontieratlas/paper-0057,2109,2026-07-12T09:16:03.451621Z,2026-09-07T09:16:03.452349Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0058: Multimodal Learning,"['Researcher 59', 'Researcher 7']",https://arxiv.org/abs/2601.00058,https://github.com/frontieratlas/paper-0058,2146,2026-07-11T09:16:03.451621Z,2026-09-07T09:16:03.452355Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0059: Robotics,"['Researcher 60', 'Researcher 8']",https://arxiv.org/abs/2601.00059,https://github.com/frontieratlas/paper-0059,2183,2026-07-10T09:16:03.451621Z,2026-09-07T09:16:03.452362Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0060: Alignment,"['Researcher 61', 'Researcher 9']",https://arxiv.org/abs/2601.00060,https://github.com/frontieratlas/paper-0060,2220,2026-07-09T09:16:03.451621Z,2026-09-07T09:16:03.452367Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0061: Computer Vision,"['Researcher 62', 'Researcher 10']",https://arxiv.org/abs/2601.00061,https://github.com/frontieratlas/paper-0061,2257,2026-07-08T09:16:03.451621Z,2026-09-07T09:16:03.452374Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0062: Generative Modeling,"['Researcher 63', 'Researcher 11']",https://arxiv.org/abs/2601.00062,https://github.com/frontieratlas/paper-0062,2294,2026-07-07T09:16:03.451621Z,2026-09-07T09:16:03.452381Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0063: Retrieval,"['Researcher 64', 'Researcher 12']",https://arxiv.org/abs/2601.00063,https://github.com/frontieratlas/paper-0063,2331,2026-07-06T09:16:03.451621Z,2026-09-07T09:16:03.452387Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0064: Agents,"['Researcher 65', 'Researcher 13']",https://arxiv.org/abs/2601.00064,https://github.com/frontieratlas/paper-0064,2368,2026-07-05T09:16:03.451621Z,2026-09-07T09:16:03.452392Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0065: Language Models,"['Researcher 66', 'Researcher 14']",https://arxiv.org/abs/2601.00065,https://github.com/frontieratlas/paper-0065,2405,2026-07-04T09:16:03.451621Z,2026-09-07T09:16:03.452398Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0066: Multimodal Learning,"['Researcher 67', 'Researcher 15']",https://arxiv.org/abs/2601.00066,https://github.com/frontieratlas/paper-0066,2442,2026-07-03T09:16:03.451621Z,2026-09-07T09:16:03.452403Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0067: Robotics,"['Researcher 68', 'Researcher 16']",https://arxiv.org/abs/2601.00067,https://github.com/frontieratlas/paper-0067,2479,2026-07-02T09:16:03.451621Z,2026-09-07T09:16:03.452409Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0068: Alignment,"['Researcher 69', 'Researcher 17']",https://arxiv.org/abs/2601.00068,https://github.com/frontieratlas/paper-0068,2516,2026-07-01T09:16:03.451621Z,2026-09-07T09:16:03.452414Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0069: Computer Vision,"['Researcher 70', 'Researcher 18']",https://arxiv.org/abs/2601.00069,https://github.com/frontieratlas/paper-0069,2553,2026-06-30T09:16:03.451621Z,2026-09-07T09:16:03.452420Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0070: Generative Modeling,"['Researcher 71', 'Researcher 19']",https://arxiv.org/abs/2601.00070,https://github.com/frontieratlas/paper-0070,2590,2026-06-29T09:16:03.451621Z,2026-09-07T09:16:03.452426Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0071: Retrieval,"['Researcher 72', 'Researcher 20']",https://arxiv.org/abs/2601.00071,https://github.com/frontieratlas/paper-0071,2627,2026-06-28T09:16:03.451621Z,2026-09-07T09:16:03.452432Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0072: Agents,"['Researcher 73', 'Researcher 21']",https://arxiv.org/abs/2601.00072,https://github.com/frontieratlas/paper-0072,2664,2026-06-27T09:16:03.451621Z,2026-09-07T09:16:03.452438Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0073: Language Models,"['Researcher 74', 'Researcher 22']",https://arxiv.org/abs/2601.00073,https://github.com/frontieratlas/paper-0073,2701,2026-06-26T09:16:03.451621Z,2026-09-07T09:16:03.452444Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0074: Multimodal Learning,"['Researcher 75', 'Researcher 23']",https://arxiv.org/abs/2601.00074,https://github.com/frontieratlas/paper-0074,2738,2026-06-25T09:16:03.451621Z,2026-09-07T09:16:03.452451Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0075: Robotics,"['Researcher 76', 'Researcher 24']",https://arxiv.org/abs/2601.00075,https://github.com/frontieratlas/paper-0075,2775,2026-06-24T09:16:03.451621Z,2026-09-07T09:16:03.452456Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0076: Alignment,"['Researcher 77', 'Researcher 25']",https://arxiv.org/abs/2601.00076,https://github.com/frontieratlas/paper-0076,2812,2026-06-23T09:16:03.451621Z,2026-09-07T09:16:03.452462Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0077: Computer Vision,"['Researcher 78', 'Researcher 26']",https://arxiv.org/abs/2601.00077,https://github.com/frontieratlas/paper-0077,2849,2026-06-22T09:16:03.451621Z,2026-09-07T09:16:03.452469Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0078: Generative Modeling,"['Researcher 79', 'Researcher 27']",https://arxiv.org/abs/2601.00078,https://github.com/frontieratlas/paper-0078,2886,2026-06-21T09:16:03.451621Z,2026-09-07T09:16:03.452476Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0079: Retrieval,"['Researcher 80', 'Researcher 28']",https://arxiv.org/abs/2601.00079,https://github.com/frontieratlas/paper-0079,2923,2026-06-20T09:16:03.451621Z,2026-09-07T09:16:03.452481Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0080: Agents,"['Researcher 81', 'Researcher 29']",https://arxiv.org/abs/2601.00080,https://github.com/frontieratlas/paper-0080,2960,2026-06-19T09:16:03.451621Z,2026-09-07T09:16:03.452486Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0081: Language Models,"['Researcher 82', 'Researcher 30']",https://arxiv.org/abs/2601.00081,https://github.com/frontieratlas/paper-0081,2997,2026-06-18T09:16:03.451621Z,2026-09-07T09:16:03.452492Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0082: Multimodal Learning,"['Researcher 83', 'Researcher 31']",https://arxiv.org/abs/2601.00082,https://github.com/frontieratlas/paper-0082,3034,2026-06-17T09:16:03.451621Z,2026-09-07T09:16:03.452499Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0083: Robotics,"['Researcher 84', 'Researcher 32']",https://arxiv.org/abs/2601.00083,https://github.com/frontieratlas/paper-0083,3071,2026-06-16T09:16:03.451621Z,2026-09-07T09:16:03.452504Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0084: Alignment,"['Researcher 85', 'Researcher 33']",https://arxiv.org/abs/2601.00084,https://github.com/frontieratlas/paper-0084,3108,2026-06-15T09:16:03.451621Z,2026-09-07T09:16:03.452510Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0085: Computer Vision,"['Researcher 86', 'Researcher 34']",https://arxiv.org/abs/2601.00085,https://github.com/frontieratlas/paper-0085,3145,2026-06-14T09:16:03.451621Z,2026-09-07T09:16:03.452516Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0086: Generative Modeling,"['Researcher 87', 'Researcher 35']",https://arxiv.org/abs/2601.00086,https://github.com/frontieratlas/paper-0086,3182,2026-06-13T09:16:03.451621Z,2026-09-07T09:16:03.452522Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0087: Retrieval,"['Researcher 88', 'Researcher 36']",https://arxiv.org/abs/2601.00087,https://github.com/frontieratlas/paper-0087,3219,2026-06-12T09:16:03.451621Z,2026-09-07T09:16:03.452527Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0088: Agents,"['Researcher 89', 'Researcher 37']",https://arxiv.org/abs/2601.00088,https://github.com/frontieratlas/paper-0088,3256,2026-06-11T09:16:03.451621Z,2026-09-07T09:16:03.452533Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0089: Language Models,"['Researcher 90', 'Researcher 38']",https://arxiv.org/abs/2601.00089,https://github.com/frontieratlas/paper-0089,3293,2026-06-10T09:16:03.451621Z,2026-09-07T09:16:03.452538Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0090: Multimodal Learning,"['Researcher 91', 'Researcher 39']",https://arxiv.org/abs/2601.00090,https://github.com/frontieratlas/paper-0090,3330,2026-06-09T09:16:03.451621Z,2026-09-07T09:16:03.452544Z
