raw_name,canonical_name,confidence,match_method,entity_type
Snowflake Labs 0065,Snowflake Labs 0065,69.23,below_threshold,STARTUP
NVIDIA Labs 0066,NVIDIA Labs 0066,60.0,below_threshold,STARTUP
DeepMind Labs 0067,DeepMind Labs 0067,66.67,below_threshold,STARTUP
xAI Labs 0068,xAI Labs 0068,42.86,below_threshold,STARTUP
Adept Labs 0069,Adept Labs 0069,55.56,below_threshold,STARTUP
Inflection Labs 0070,Inflection Labs 0070,71.43,below_threshold,STARTUP
Jasper Labs 0071,Jasper Labs 0071,60.0,below_threshold,STARTUP
Glean Labs 0072,Glean Labs 0072,60.87,below_threshold,STARTUP
Harvey Labs 0073,Harvey Labs 0073,60.0,below_threshold,STARTUP
Pika Labs 0074,Pika Labs 0074,50.0,below_threshold,STARTUP
Suno Labs 0075,Suno Labs 0075,50.0,below_threshold,STARTUP
Together AI Labs 0076,Together AI Labs 0076,71.43,below_threshold,STARTUP
Groq Labs 0077,Groq Labs 0077,50.0,below_threshold,STARTUP
Replicate Labs 0078,Replicate Labs 0078,69.23,below_threshold,STARTUP
Weights & Biases Labs 0079,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0080,LangChain Labs 0080,69.23,below_threshold,STARTUP
Luma AI Labs 0081,Luma AI Labs 0081,60.0,below_threshold,STARTUP
Figure AI Labs 0082,Figure AI Labs 0082,66.67,below_threshold,STARTUP
Anduril Labs 0083,Anduril Labs 0083,63.64,below_threshold,STARTUP
Wayve Labs 0084,Wayve Labs 0084,55.56,below_threshold,STARTUP
Abridge Labs 0085,Abridge Labs 0085,63.64,below_threshold,STARTUP
Insitro Labs 0086,Insitro Labs 0086,63.64,below_threshold,STARTUP
Nscale Labs 0087,Nscale Labs 0087,60.0,below_threshold,STARTUP
Vanta Labs 0088,Vanta Labs 0088,55.56,below_threshold,STARTUP
Pinecone Labs 0089,Pinecone Labs 0089,66.67,below_threshold,STARTUP
Modal Labs 0090,Modal Labs 0090,55.56,below_threshold,STARTUP
Baseten Labs 0091,Baseten Labs 0091,63.64,below_threshold,STARTUP
Writer Labs 0092,Writer Labs 0092,60.0,below_threshold,STARTUP
Tome Labs 0093,Tome Labs 0093,50.0,below_threshold,STARTUP
Descript Labs 0094,Descript Labs 0094,66.67,below_threshold,STARTUP
AssemblyAI Labs 0095,AssemblyAI Labs 0095,71.43,below_threshold,STARTUP
DeepL Labs 0096,DeepL Labs 0096,55.56,below_threshold,STARTUP
Sakana AI Labs 0097,Sakana AI Labs 0097,66.67,below_threshold,STARTUP
Thinking Machines Labs 0098,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0099,Poolside Labs 0099,66.67,below_threshold,STARTUP
Magic Labs 0100,Magic Labs 0100,55.56,below_threshold,STARTUP
OpenAI Labs 0101,OpenAI Labs 0101,60.0,below_threshold,STARTUP
Anthropic Labs 0102,Anthropic Labs 0102,69.23,below_threshold,STARTUP
Cohere Labs 0103,Cohere Labs 0103,60.0,below_threshold,STARTUP
Mistral AI Labs 0104,Mistral AI Labs 0104,69.23,below_threshold,STARTUP
Hugging Face Labs 0105,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0106,Scale AI Labs 0106,63.64,below_threshold,STARTUP
Perplexity Labs 0107,Perplexity Labs 0107,71.43,below_threshold,STARTUP
Runway Labs 0108,Runway Labs 0108,60.0,below_threshold,STARTUP
Character AI Labs 0109,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0110,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0111,ElevenLabs Labs 0111,71.43,below_threshold,STARTUP
Cursor Labs 0112,Cursor Labs 0112,60.0,below_threshold,STARTUP
Replit Labs 0113,Replit Labs 0113,60.0,below_threshold,STARTUP
Databricks Labs 0114,Databricks Labs 0114,71.43,below_threshold,STARTUP
Snowflake Labs 0115,Snowflake Labs 0115,69.23,below_threshold,STARTUP
NVIDIA Labs 0116,NVIDIA Labs 0116,60.0,below_threshold,STARTUP
DeepMind Labs 0117,DeepMind Labs 0117,66.67,below_threshold,STARTUP
xAI Labs 0118,xAI Labs 0118,42.86,below_threshold,STARTUP
Adept Labs 0119,Adept Labs 0119,55.56,below_threshold,STARTUP
Inflection Labs 0120,Inflection Labs 0120,71.43,below_threshold,STARTUP
Jasper Labs 0121,Jasper Labs 0121,60.0,below_threshold,STARTUP
Glean Labs 0122,Glean Labs 0122,60.87,below_threshold,STARTUP
Harvey Labs 0123,Harvey Labs 0123,60.0,below_threshold,STARTUP
Pika Labs 0124,Pika Labs 0124,50.0,below_threshold,STARTUP
Suno Labs 0125,Suno Labs 0125,50.0,below_threshold,STARTUP
Together AI Labs 0126,Together AI Labs 0126,71.43,below_threshold,STARTUP
Groq Labs 0127,Groq Labs 0127,50.0,below_threshold,STARTUP
Replicate Labs 0128,Replicate Labs 0128,69.23,below_threshold,STARTUP
Weights & Biases Labs 0129,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0130,LangChain Labs 0130,69.23,below_threshold,STARTUP
Luma AI Labs 0131,Luma AI Labs 0131,60.0,below_threshold,STARTUP
Figure AI Labs 0132,Figure AI Labs 0132,66.67,below_threshold,STARTUP
Anduril Labs 0133,Anduril Labs 0133,63.64,below_threshold,STARTUP
Wayve Labs 0134,Wayve Labs 0134,55.56,below_threshold,STARTUP
Abridge Labs 0135,Abridge Labs 0135,63.64,below_threshold,STARTUP
Insitro Labs 0136,Insitro Labs 0136,63.64,below_threshold,STARTUP
Nscale Labs 0137,Nscale Labs 0137,60.0,below_threshold,STARTUP
Vanta Labs 0138,Vanta Labs 0138,55.56,below_threshold,STARTUP
Pinecone Labs 0139,Pinecone Labs 0139,66.67,below_threshold,STARTUP
Modal Labs 0140,Modal Labs 0140,55.56,below_threshold,STARTUP
Baseten Labs 0141,Baseten Labs 0141,63.64,below_threshold,STARTUP
Writer Labs 0142,Writer Labs 0142,60.0,below_threshold,STARTUP
Tome Labs 0143,Tome Labs 0143,50.0,below_threshold,STARTUP
Descript Labs 0144,Descript Labs 0144,66.67,below_threshold,STARTUP
AssemblyAI Labs 0145,AssemblyAI Labs 0145,71.43,below_threshold,STARTUP
DeepL Labs 0146,DeepL Labs 0146,55.56,below_threshold,STARTUP
Sakana AI Labs 0147,Sakana AI Labs 0147,66.67,below_threshold,STARTUP
Thinking Machines Labs 0148,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0149,Poolside Labs 0149,66.67,below_threshold,STARTUP
Magic Labs 0150,Magic Labs 0150,55.56,below_threshold,STARTUP
OpenAI Labs 0151,OpenAI Labs 0151,60.0,below_threshold,STARTUP
Anthropic Labs 0152,Anthropic Labs 0152,69.23,below_threshold,STARTUP
Cohere Labs 0153,Cohere Labs 0153,60.0,below_threshold,STARTUP
Mistral AI Labs 0154,Mistral AI Labs 0154,69.23,below_threshold,STARTUP
Hugging Face Labs 0155,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0156,Scale AI Labs 0156,63.64,below_threshold,STARTUP
Perplexity Labs 0157,Perplexity Labs 0157,71.43,below_threshold,STARTUP
Runway Labs 0158,Runway Labs 0158,60.0,below_threshold,STARTUP
Character AI Labs 0159,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0160,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0161,ElevenLabs Labs 0161,71.43,below_threshold,STARTUP
Cursor Labs 0162,Cursor Labs 0162,60.0,below_threshold,STARTUP
Replit Labs 0163,Replit Labs 0163,60.0,below_threshold,STARTUP
Databricks Labs 0164,Databricks Labs 0164,71.43,below_threshold,STARTUP
Snowflake Labs 0165,Snowflake Labs 0165,69.23,below_threshold,STARTUP
NVIDIA Labs 0166,NVIDIA Labs 0166,60.0,below_threshold,STARTUP
DeepMind Labs 0167,DeepMind Labs 0167,66.67,below_threshold,STARTUP
xAI Labs 0168,xAI Labs 0168,42.86,below_threshold,STARTUP
Adept Labs 0169,Adept Labs 0169,55.56,below_threshold,STARTUP
Inflection Labs 0170,Inflection Labs 0170,71.43,below_threshold,STARTUP
Jasper Labs 0171,Jasper Labs 0171,60.0,below_threshold,STARTUP
Glean Labs 0172,Glean Labs 0172,60.87,below_threshold,STARTUP
Harvey Labs 0173,Harvey Labs 0173,60.0,below_threshold,STARTUP
Pika Labs 0174,Pika Labs 0174,50.0,below_threshold,STARTUP
Suno Labs 0175,Suno Labs 0175,50.0,below_threshold,STARTUP
Together AI Labs 0176,Together AI Labs 0176,71.43,below_threshold,STARTUP
Groq Labs 0177,Groq Labs 0177,50.0,below_threshold,STARTUP
Replicate Labs 0178,Replicate Labs 0178,69.23,below_threshold,STARTUP
Weights & Biases Labs 0179,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0180,LangChain Labs 0180,69.23,below_threshold,STARTUP
Luma AI Labs 0181,Luma AI Labs 0181,60.0,below_threshold,STARTUP
Figure AI Labs 0182,Figure AI Labs 0182,66.67,below_threshold,STARTUP
Anduril Labs 0183,Anduril Labs 0183,63.64,below_threshold,STARTUP
Wayve Labs 0184,Wayve Labs 0184,55.56,below_threshold,STARTUP
Abridge Labs 0185,Abridge Labs 0185,63.64,below_threshold,STARTUP
Insitro Labs 0186,Insitro Labs 0186,63.64,below_threshold,STARTUP
Nscale Labs 0187,Nscale Labs 0187,60.0,below_threshold,STARTUP
Vanta Labs 0188,Vanta Labs 0188,55.56,below_threshold,STARTUP
Pinecone Labs 0189,Pinecone Labs 0189,66.67,below_threshold,STARTUP
Modal Labs 0190,Modal Labs 0190,55.56,below_threshold,STARTUP
Baseten Labs 0191,Baseten Labs 0191,63.64,below_threshold,STARTUP
Writer Labs 0192,Writer Labs 0192,60.0,below_threshold,STARTUP
Tome Labs 0193,Tome Labs 0193,50.0,below_threshold,STARTUP
Descript Labs 0194,Descript Labs 0194,66.67,below_threshold,STARTUP
AssemblyAI Labs 0195,AssemblyAI Labs 0195,71.43,below_threshold,STARTUP
DeepL Labs 0196,DeepL Labs 0196,55.56,below_threshold,STARTUP
Sakana AI Labs 0197,Sakana AI Labs 0197,66.67,below_threshold,STARTUP
Thinking Machines Labs 0198,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0199,Poolside Labs 0199,66.67,below_threshold,STARTUP
Magic Labs 0200,Magic Labs 0200,55.56,below_threshold,STARTUP
OpenAI Labs 0201,OpenAI Labs 0201,60.0,below_threshold,STARTUP
Anthropic Labs 0202,Anthropic Labs 0202,69.23,below_threshold,STARTUP
Cohere Labs 0203,Cohere Labs 0203,60.0,below_threshold,STARTUP
Mistral AI Labs 0204,Mistral AI Labs 0204,69.23,below_threshold,STARTUP
Hugging Face Labs 0205,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0206,Scale AI Labs 0206,63.64,below_threshold,STARTUP
Perplexity Labs 0207,Perplexity Labs 0207,71.43,below_threshold,STARTUP
Runway Labs 0208,Runway Labs 0208,60.0,below_threshold,STARTUP
Character AI Labs 0209,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0210,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0211,ElevenLabs Labs 0211,71.43,below_threshold,STARTUP
Cursor Labs 0212,Cursor Labs 0212,60.0,below_threshold,STARTUP
Replit Labs 0213,Replit Labs 0213,60.0,below_threshold,STARTUP
Databricks Labs 0214,Databricks Labs 0214,71.43,below_threshold,STARTUP
Snowflake Labs 0215,Snowflake Labs 0215,69.23,below_threshold,STARTUP
NVIDIA Labs 0216,NVIDIA Labs 0216,60.0,below_threshold,STARTUP
DeepMind Labs 0217,DeepMind Labs 0217,66.67,below_threshold,STARTUP
xAI Labs 0218,xAI Labs 0218,42.86,below_threshold,STARTUP
Adept Labs 0219,Adept Labs 0219,55.56,below_threshold,STARTUP
Inflection Labs 0220,Inflection Labs 0220,71.43,below_threshold,STARTUP
Jasper Labs 0221,Jasper Labs 0221,60.0,below_threshold,STARTUP
Glean Labs 0222,Glean Labs 0222,60.87,below_threshold,STARTUP
Harvey Labs 0223,Harvey Labs 0223,60.0,below_threshold,STARTUP
Pika Labs 0224,Pika Labs 0224,50.0,below_threshold,STARTUP
Suno Labs 0225,Suno Labs 0225,50.0,below_threshold,STARTUP
Together AI Labs 0226,Together AI Labs 0226,71.43,below_threshold,STARTUP
Groq Labs 0227,Groq Labs 0227,50.0,below_threshold,STARTUP
Replicate Labs 0228,Replicate Labs 0228,69.23,below_threshold,STARTUP
Weights & Biases Labs 0229,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0230,LangChain Labs 0230,69.23,below_threshold,STARTUP
Luma AI Labs 0231,Luma AI Labs 0231,60.0,below_threshold,STARTUP
Figure AI Labs 0232,Figure AI Labs 0232,66.67,below_threshold,STARTUP
Anduril Labs 0233,Anduril Labs 0233,63.64,below_threshold,STARTUP
Wayve Labs 0234,Wayve Labs 0234,55.56,below_threshold,STARTUP
Abridge Labs 0235,Abridge Labs 0235,63.64,below_threshold,STARTUP
Insitro Labs 0236,Insitro Labs 0236,63.64,below_threshold,STARTUP
Nscale Labs 0237,Nscale Labs 0237,60.0,below_threshold,STARTUP
Vanta Labs 0238,Vanta Labs 0238,55.56,below_threshold,STARTUP
Pinecone Labs 0239,Pinecone Labs 0239,66.67,below_threshold,STARTUP
Modal Labs 0240,Modal Labs 0240,55.56,below_threshold,STARTUP
Baseten Labs 0241,Baseten Labs 0241,63.64,below_threshold,STARTUP
Writer Labs 0242,Writer Labs 0242,60.0,below_threshold,STARTUP
Tome Labs 0243,Tome Labs 0243,50.0,below_threshold,STARTUP
Descript Labs 0244,Descript Labs 0244,66.67,below_threshold,STARTUP
AssemblyAI Labs 0245,AssemblyAI Labs 0245,71.43,below_threshold,STARTUP
DeepL Labs 0246,DeepL Labs 0246,55.56,below_threshold,STARTUP
Sakana AI Labs 0247,Sakana AI Labs 0247,66.67,below_threshold,STARTUP
Thinking Machines Labs 0248,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0249,Poolside Labs 0249,66.67,below_threshold,STARTUP
Magic Labs 0250,Magic Labs 0250,55.56,below_threshold,STARTUP
OpenAI Labs 0251,OpenAI Labs 0251,60.0,below_threshold,STARTUP
Anthropic Labs 0252,Anthropic Labs 0252,69.23,below_threshold,STARTUP
Cohere Labs 0253,Cohere Labs 0253,60.0,below_threshold,STARTUP
Mistral AI Labs 0254,Mistral AI Labs 0254,69.23,below_threshold,STARTUP
Hugging Face Labs 0255,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0256,Scale AI Labs 0256,63.64,below_threshold,STARTUP
Perplexity Labs 0257,Perplexity Labs 0257,71.43,below_threshold,STARTUP
Runway Labs 0258,Runway Labs 0258,60.0,below_threshold,STARTUP
Character AI Labs 0259,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0260,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0261,ElevenLabs Labs 0261,71.43,below_threshold,STARTUP
Cursor Labs 0262,Cursor Labs 0262,60.0,below_threshold,STARTUP
Replit Labs 0263,Replit Labs 0263,60.0,below_threshold,STARTUP
Databricks Labs 0264,Databricks Labs 0264,71.43,below_threshold,STARTUP
Snowflake Labs 0265,Snowflake Labs 0265,69.23,below_threshold,STARTUP
NVIDIA Labs 0266,NVIDIA Labs 0266,60.0,below_threshold,STARTUP
DeepMind Labs 0267,DeepMind Labs 0267,66.67,below_threshold,STARTUP
xAI Labs 0268,xAI Labs 0268,42.86,below_threshold,STARTUP
Adept Labs 0269,Adept Labs 0269,55.56,below_threshold,STARTUP
Inflection Labs 0270,Inflection Labs 0270,71.43,below_threshold,STARTUP
Jasper Labs 0271,Jasper Labs 0271,60.0,below_threshold,STARTUP
Glean Labs 0272,Glean Labs 0272,60.87,below_threshold,STARTUP
Harvey Labs 0273,Harvey Labs 0273,60.0,below_threshold,STARTUP
Pika Labs 0274,Pika Labs 0274,50.0,below_threshold,STARTUP
Suno Labs 0275,Suno Labs 0275,50.0,below_threshold,STARTUP
Together AI Labs 0276,Together AI Labs 0276,71.43,below_threshold,STARTUP
Groq Labs 0277,Groq Labs 0277,50.0,below_threshold,STARTUP
Replicate Labs 0278,Replicate Labs 0278,69.23,below_threshold,STARTUP
Weights & Biases Labs 0279,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0280,LangChain Labs 0280,69.23,below_threshold,STARTUP
Luma AI Labs 0281,Luma AI Labs 0281,60.0,below_threshold,STARTUP
Figure AI Labs 0282,Figure AI Labs 0282,66.67,below_threshold,STARTUP
Anduril Labs 0283,Anduril Labs 0283,63.64,below_threshold,STARTUP
Wayve Labs 0284,Wayve Labs 0284,55.56,below_threshold,STARTUP
Abridge Labs 0285,Abridge Labs 0285,63.64,below_threshold,STARTUP
Insitro Labs 0286,Insitro Labs 0286,63.64,below_threshold,STARTUP
Nscale Labs 0287,Nscale Labs 0287,60.0,below_threshold,STARTUP
Vanta Labs 0288,Vanta Labs 0288,55.56,below_threshold,STARTUP
Pinecone Labs 0289,Pinecone Labs 0289,66.67,below_threshold,STARTUP
Modal Labs 0290,Modal Labs 0290,55.56,below_threshold,STARTUP
Baseten Labs 0291,Baseten Labs 0291,63.64,below_threshold,STARTUP
Writer Labs 0292,Writer Labs 0292,60.0,below_threshold,STARTUP
Tome Labs 0293,Tome Labs 0293,50.0,below_threshold,STARTUP
Descript Labs 0294,Descript Labs 0294,66.67,below_threshold,STARTUP
AssemblyAI Labs 0295,AssemblyAI Labs 0295,71.43,below_threshold,STARTUP
DeepL Labs 0296,DeepL Labs 0296,55.56,below_threshold,STARTUP
Sakana AI Labs 0297,Sakana AI Labs 0297,66.67,below_threshold,STARTUP
Thinking Machines Labs 0298,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0299,Poolside Labs 0299,66.67,below_threshold,STARTUP
Magic Labs 0300,Magic Labs 0300,55.56,below_threshold,STARTUP
OpenAI Labs 0301,OpenAI Labs 0301,60.0,below_threshold,STARTUP
Anthropic Labs 0302,Anthropic Labs 0302,69.23,below_threshold,STARTUP
Cohere Labs 0303,Cohere Labs 0303,60.0,below_threshold,STARTUP
Mistral AI Labs 0304,Mistral AI Labs 0304,69.23,below_threshold,STARTUP
Hugging Face Labs 0305,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0306,Scale AI Labs 0306,63.64,below_threshold,STARTUP
Perplexity Labs 0307,Perplexity Labs 0307,71.43,below_threshold,STARTUP
Runway Labs 0308,Runway Labs 0308,60.0,below_threshold,STARTUP
Character AI Labs 0309,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0310,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0311,ElevenLabs Labs 0311,71.43,below_threshold,STARTUP
Cursor Labs 0312,Cursor Labs 0312,60.0,below_threshold,STARTUP
Replit Labs 0313,Replit Labs 0313,60.0,below_threshold,STARTUP
Databricks Labs 0314,Databricks Labs 0314,71.43,below_threshold,STARTUP
Snowflake Labs 0315,Snowflake Labs 0315,69.23,below_threshold,STARTUP
NVIDIA Labs 0316,NVIDIA Labs 0316,60.0,below_threshold,STARTUP
DeepMind Labs 0317,DeepMind Labs 0317,66.67,below_threshold,STARTUP
xAI Labs 0318,xAI Labs 0318,42.86,below_threshold,STARTUP
Adept Labs 0319,Adept Labs 0319,55.56,below_threshold,STARTUP
Inflection Labs 0320,Inflection Labs 0320,71.43,below_threshold,STARTUP
Jasper Labs 0321,Jasper Labs 0321,60.0,below_threshold,STARTUP
Glean Labs 0322,Glean Labs 0322,60.87,below_threshold,STARTUP
Harvey Labs 0323,Harvey Labs 0323,60.0,below_threshold,STARTUP
Pika Labs 0324,Pika Labs 0324,50.0,below_threshold,STARTUP
Suno Labs 0325,Suno Labs 0325,50.0,below_threshold,STARTUP
Together AI Labs 0326,Together AI Labs 0326,71.43,below_threshold,STARTUP
Groq Labs 0327,Groq Labs 0327,50.0,below_threshold,STARTUP
Replicate Labs 0328,Replicate Labs 0328,69.23,below_threshold,STARTUP
Weights & Biases Labs 0329,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0330,LangChain Labs 0330,69.23,below_threshold,STARTUP
Luma AI Labs 0331,Luma AI Labs 0331,60.0,below_threshold,STARTUP
Figure AI Labs 0332,Figure AI Labs 0332,66.67,below_threshold,STARTUP
Anduril Labs 0333,Anduril Labs 0333,63.64,below_threshold,STARTUP
Wayve Labs 0334,Wayve Labs 0334,55.56,below_threshold,STARTUP
Abridge Labs 0335,Abridge Labs 0335,63.64,below_threshold,STARTUP
Insitro Labs 0336,Insitro Labs 0336,63.64,below_threshold,STARTUP
Nscale Labs 0337,Nscale Labs 0337,60.0,below_threshold,STARTUP
Vanta Labs 0338,Vanta Labs 0338,55.56,below_threshold,STARTUP
Pinecone Labs 0339,Pinecone Labs 0339,66.67,below_threshold,STARTUP
Modal Labs 0340,Modal Labs 0340,55.56,below_threshold,STARTUP
Baseten Labs 0341,Baseten Labs 0341,63.64,below_threshold,STARTUP
Writer Labs 0342,Writer Labs 0342,60.0,below_threshold,STARTUP
Tome Labs 0343,Tome Labs 0343,50.0,below_threshold,STARTUP
Descript Labs 0344,Descript Labs 0344,66.67,below_threshold,STARTUP
AssemblyAI Labs 0345,AssemblyAI Labs 0345,71.43,below_threshold,STARTUP
DeepL Labs 0346,DeepL Labs 0346,55.56,below_threshold,STARTUP
Sakana AI Labs 0347,Sakana AI Labs 0347,66.67,below_threshold,STARTUP
Thinking Machines Labs 0348,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0349,Poolside Labs 0349,66.67,below_threshold,STARTUP
Magic Labs 0350,Magic Labs 0350,55.56,below_threshold,STARTUP
OpenAI Labs 0351,OpenAI Labs 0351,60.0,below_threshold,STARTUP
Anthropic Labs 0352,Anthropic Labs 0352,69.23,below_threshold,STARTUP
Cohere Labs 0353,Cohere Labs 0353,60.0,below_threshold,STARTUP
Mistral AI Labs 0354,Mistral AI Labs 0354,69.23,below_threshold,STARTUP
Hugging Face Labs 0355,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0356,Scale AI Labs 0356,63.64,below_threshold,STARTUP
Perplexity Labs 0357,Perplexity Labs 0357,71.43,below_threshold,STARTUP
Runway Labs 0358,Runway Labs 0358,60.0,below_threshold,STARTUP
Character AI Labs 0359,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0360,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0361,ElevenLabs Labs 0361,71.43,below_threshold,STARTUP
Cursor Labs 0362,Cursor Labs 0362,60.0,below_threshold,STARTUP
Replit Labs 0363,Replit Labs 0363,60.0,below_threshold,STARTUP
Databricks Labs 0364,Databricks Labs 0364,71.43,below_threshold,STARTUP
Snowflake Labs 0365,Snowflake Labs 0365,69.23,below_threshold,STARTUP
NVIDIA Labs 0366,NVIDIA Labs 0366,60.0,below_threshold,STARTUP
DeepMind Labs 0367,DeepMind Labs 0367,66.67,below_threshold,STARTUP
xAI Labs 0368,xAI Labs 0368,42.86,below_threshold,STARTUP
Adept Labs 0369,Adept Labs 0369,55.56,below_threshold,STARTUP
Inflection Labs 0370,Inflection Labs 0370,71.43,below_threshold,STARTUP
